Skills Community,Category,Specialty Area,Work Role,Competency Group ID,Competency Group,Competency ID,Competency,K S or A,KSA ID,KSA
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),IT Program Auditor (OV-PMA-005),CG01,Technical,C023,Information Management,Skill,S0372,"Skill to translate, track, and prioritize information needs and intelligence collection requirements across the extended enterprise."
Cross Functional,Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Privacy Officer/Privacy Compliance Manager (OV-LGA-002),CG01,Technical,C023,Information Management,Ability,A0105,Ability to tailor technical and planning information to a customer’s level of understanding.
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Product Support Manager (OV-PMA-003),CG01,Technical,C023,Information Management,Knowledge,K0120,"Knowledge of how information needs and collection requirements are translated, tracked, and prioritized across the extended enterprise."
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Product Support Manager (OV-PMA-003),CG01,Technical,C023,Information Management,Skill,S0372,"Skill to translate, track, and prioritize information needs and intelligence collection requirements across the extended enterprise."
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Program Manager (OV-PMA-001),CG01,Technical,C023,Information Management,Knowledge,K0120,"Knowledge of how information needs and collection requirements are translated, tracked, and prioritized across the extended enterprise."
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Program Manager (OV-PMA-001),CG01,Technical,C023,Information Management,Skill,S0372,"Skill to translate, track, and prioritize information needs and intelligence collection requirements across the extended enterprise."
Cross Functional,Investigate (IN),Cyber Investigation (INV),Cyber Crime Investigator (IN-INV-001),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),CG01,Technical,C024,Information Systems/Network Security,Skill,S0076,"Skill in configuring and utilizing software-based computer protection tools (e.g., software firewalls, antivirus software, anti-spyware)."
Cross Functional,Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),CG01,Technical,C024,Information Systems/Network Security,Skill,S0097,Skill in applying security controls.
Cross Functional,Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Cyber Legal Advisor (OV-LGA-001),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Policy and Strategy Planner (OV-SPP-002),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Workforce Developer and Manager (OV-SPP-001),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Oversee and Govern (OV),Executive Cyber Leadership (EXL),Executive Cyber Leadership (OV-EXL-001),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Investigate (IN),Digital Forensics (FOR),Forensics Analyst (IN-FOR-001),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Investigate (IN),Digital Forensics (FOR),Forensics Analyst (IN-FOR-001),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0145,Knowledge of security event correlation tools.
Cross Functional,Investigate (IN),Digital Forensics (FOR),Forensics Analyst (IN-FOR-001),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0179,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth)."
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Information Technology (IT) Project Manager (OV-PMA-002),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),IT Investment/Portfolio Manager (OV-PMA-004),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),IT Program Auditor (OV-PMA-005),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Privacy Officer/Privacy Compliance Manager (OV-LGA-002),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Product Support Manager (OV-PMA-003),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Program Manager (OV-PMA-001),CG01,Technical,C024,Information Systems/Network Security,Knowledge,K0004,Knowledge of cybersecurity and privacy principles.
Cross Functional,Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),CG01,Technical,C025,Information Technology Assessment,Skill,S0066,Skill in identifying gaps in technical capabilities.
Cross Functional,Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),CG01,Technical,C025,Information Technology Assessment,Skill,S0166,Skill in identifying gaps in technical delivery capabilities.
Cross Functional,Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),CG01,Technical,C025,Information Technology Assessment,Knowledge,K0319,Knowledge of technical delivery capabilities and their limitations.
Cross Functional,Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),CG01,Technical,C025,Information Technology Assessment,Skill,S0271,Skill in reviewing and editing assessment products.
Cross Functional,Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),CG01,Technical,C025,Information Technology Assessment,Ability,A0023,Ability to design valid and reliable assessments.
Cross Functional,Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Workforce Developer and Manager (OV-SPP-001),CG01,Technical,C025,Information Technology Assessment,Ability,A0023,Ability to design valid and reliable assessments.
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Information Technology (IT) Project Manager (OV-PMA-002),CG01,Technical,C025,Information Technology Assessment,Skill,S0038,"Skill in identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),IT Program Auditor (OV-PMA-005),CG01,Technical,C025,Information Technology Assessment,Skill,S0038,"Skill in identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),IT Program Auditor (OV-PMA-005),CG01,Technical,C025,Information Technology Assessment,Skill,S0085,Skill in conducting audits or reviews of technical systems.
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Product Support Manager (OV-PMA-003),CG01,Technical,C025,Information Technology Assessment,Skill,S0038,"Skill in identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
Cross Functional,Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Program Manager (OV-PMA-001),CG01,Technical,C025,Information Technology Assessment,Skill,S0038,"Skill in identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
Cross Functional,Investigate (IN),Cyber Investigation (INV),Cyber Crime Investigator (IN-INV-001),CG01,Technical,C026,Infrastructure Design,Knowledge,K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies. "
Cross Functional,Investigate (IN),Cyber Investigation (INV),Cyber Crime Investigator (IN-INV-001),CG01,Technical,C026,Infrastructure Design,Knowledge,K0114,"Knowledge of electronic devices (e.g., computer systems/components, access control devices, digital cameras, digital scanners, electronic organizers, hard drives, memory cards, modems, network components, networked appliances, networked home control devices, printers, removable storage devices, telephones, copiers, facsimile machines, etc.)."
Cross Functional,Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),CG01,Technical,C026,Infrastructure Design,Knowledge,K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies. "
Cross Functional,Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),CG01,Technical,C026,Infrastructure Design,Knowledge,K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies. "
Cross Functional,Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Cyber Legal Advisor (OV-LGA-001),CG01,Technical,C026,Infrastructure Design,Knowledge,K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies. "
Cross Functional,Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Policy and Strategy Planner (OV-SPP-002),CG01,Technical,C026,Infrastructure Design,Knowledge,K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies. "
Cross Functional,Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Workforce Developer and Manager (OV-SPP-001),CG01,Technical,C026,Infrastructure Design,Knowledge,K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies. "
Cross Functional,Oversee and Govern (OV),Executive Cyber Leadership (EXL),Executive Cyber Leadership (OV-EXL-001),CG01,Technical,C026,Infrastructure Design,Knowledge,K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies. "
Cross Functional,Oversee and Govern (OV),Executive Cyber Leadership (EXL),Executive Cyber Leadership (OV-EXL-001),CG01,Technical,C026,Infrastructure Design,Knowledge,K0296,"Knowledge of capabilities, applications, and potential vulnerabilities of network equipment including hubs, routers, switches, bridges, servers, transmission media, and related hardware."
